,Open,High,Low,Close,Volume,Adj Close
1967-08-03,95.779999,96.360001,94.419998,95.660004,13440000.0,95.660004
1967-08-04,95.660004,96.540001,95.150002,95.830002,11130000.0,95.830002
1967-08-05,95.71667,96.503334,95.106667,95.7466686667,10806666.6667,95.7466686667
1967-08-06,95.773336,96.466667,95.063332,95.6633353333,10483333.3333,95.6633353333
1967-08-07,95.830002,96.43,95.019997,95.580002,10160000.0,95.580002
1967-08-08,95.580002,96.279999,95.040001,95.690002,8970000.0,95.690002
1967-08-09,95.690002,96.470001,95.110001,95.779999,10100000.0,95.779999
1967-08-10,95.779999,96.669998,95.050003,95.529999,9040000.0,95.529999
1967-08-11,95.529999,95.980003,94.620003,95.150002,8250000.0,95.150002
1967-08-12,95.4033333333,95.7866693333,94.420001,94.980001,8163333.33333,94.980001
1967-08-13,95.2766676667,95.5933356667,94.219999,94.81,8076666.66667,94.81
1967-08-14,95.150002,95.400002,94.019997,94.639999,7990000.0,94.639999
1967-08-15,94.639999,95.540001,94.18,94.769997,8710000.0,94.769997
1967-08-16,94.769997,95.150002,93.93,94.550003,8220000.0,94.550003
1967-08-17,94.550003,95.330002,94.110001,94.629997,8790000.0,94.629997
1967-08-18,94.629997,95.400002,94.160004,94.779999,8250000.0,94.779999
1967-08-19,94.6799976667,95.3400016667,94.0366696667,94.6033326667,8366666.66667,94.6033326667
1967-08-20,94.7299983333,95.2800013333,93.9133353333,94.4266663333,8483333.33333,94.4266663333
1967-08-21,94.779999,95.220001,93.790001,94.25,8600000.0,94.25
1967-08-22,94.25,94.720001,93.349998,93.739998,7940000.0,93.739998
1967-08-23,93.739998,94.150002,92.769997,93.610001,8760000.0,93.610001
1967-08-24,93.610001,94.279999,92.769997,93.089996,7740000.0,93.089996
1967-08-25,93.089996,93.379997,92.040001,92.699997,7250000.0,92.699997
1967-08-26,92.9599963333,93.356664,92.0300013333,92.6799976667,6923333.33333,92.6799976667
1967-08-27,92.8299966667,93.333331,92.0200016667,92.6599983333,6596666.66667,92.6599983333
1967-08-28,92.699997,93.309998,92.010002,92.639999,6270000.0,92.639999
1967-08-29,92.639999,93.580002,92.169998,92.879997,6350000.0,92.879997
1967-08-30,92.879997,93.669998,92.43,93.07,7200000.0,93.07
1967-08-31,93.07,94.190002,92.839996,93.639999,8840000.0,93.639999
1967-09-01,93.639999,94.209999,93.0,93.68,7460000.0,93.68
1967-09-02,93.64999925,94.3324985,93.09000025,93.81249975,7675000.0,93.81249975
1967-09-03,93.6599995,94.454998,93.1800005,93.9449995,7890000.0,93.9449995
1967-09-04,93.66999975,94.5774975,93.27000075,94.07749925,8105000.0,94.07749925
1967-09-05,93.68,94.699997,93.360001,94.209999,8320000.0,94.209999
1967-09-06,94.209999,95.059998,93.720001,94.389999,9550000.0,94.389999
1967-09-07,94.389999,94.949997,93.699997,94.330002,8910000.0,94.330002
1967-09-08,94.330002,95.040001,93.699997,94.360001,9300000.0,94.360001
1967-09-09,94.3400016667,95.1133346667,93.759997,94.420001,9256666.66667,94.420001
1967-09-10,94.3500013333,95.1866683333,93.819997,94.480001,9213333.33333,94.480001
1967-09-11,94.360001,95.260002,93.879997,94.540001,9170000.0,94.540001
1967-09-12,94.540001,95.480003,94.010002,94.989998,9930000.0,94.989998
1967-09-13,94.989998,96.620003,94.800003,95.989998,12400000.0,95.989998
1967-09-14,95.989998,97.400002,95.589996,96.199997,12220000.0,96.199997
1967-09-15,96.199997,96.940002,95.470001,96.269997,10270000.0,96.269997
1967-09-16,96.2233303333,97.063334,95.5566683333,96.3566643333,10720000.0,96.3566643333
1967-09-17,96.2466636667,97.186666,95.6433356667,96.4433316667,11170000.0,96.4433316667
1967-09-18,96.269997,97.309998,95.730003,96.529999,11620000.0,96.529999
1967-09-19,96.529999,97.349998,95.839996,96.169998,11540000.0,96.169998
1967-09-20,96.169998,96.839996,95.389999,96.129997,10980000.0,96.129997
1967-09-21,96.129997,97.5,95.669998,96.75,11290000.0,96.75
1967-09-22,96.75,97.610001,96.110001,97.0,11160000.0,97.0
1967-09-23,96.8333333333,97.8433333333,96.32,97.1966653333,11076666.6667,97.1966653333
1967-09-24,96.9166666667,98.0766656667,96.529999,97.3933306667,10993333.3333,97.3933306667
1967-09-25,97.0,98.309998,96.739998,97.589996,10910000.0,97.589996
1967-09-26,97.589996,98.199997,96.400002,96.760002,10940000.0,96.760002
1967-09-27,96.760002,97.540001,96.0,96.790001,8810000.0,96.790001
1967-09-28,96.790001,97.589996,96.190002,96.790001,10470000.0,96.790001
1967-09-29,96.790001,97.370003,96.059998,96.709999,9710000.0,96.709999
1967-09-30,96.7633336667,97.330002,95.9799986667,96.5799993333,9553333.33333,96.5799993333
1967-10-01,96.7366663333,97.290001,95.8999993333,96.4499996667,9396666.66667,96.4499996667
1967-10-02,96.709999,97.25,95.82,96.32,9240000.0,96.32
1967-10-03,96.32,97.230003,95.75,96.650002,10320000.0,96.650002
1967-10-04,96.650002,97.470001,95.940002,96.43,11520000.0,96.43
1967-10-05,96.43,97.25,95.889999,96.669998,8490000.0,96.669998
1967-10-06,96.669998,97.830002,96.339996,97.260002,9830000.0,97.260002
1967-10-07,96.866666,97.9700013333,96.4599963333,97.3433353333,10280000.0,97.3433353333
1967-10-08,97.063334,98.1100006667,96.5799966667,97.4266686667,10730000.0,97.4266686667
1967-10-09,97.260002,98.25,96.699997,97.510002,11180000.0,97.510002
1967-10-10,97.510002,98.150002,96.379997,96.839996,12000000.0,96.839996
1967-10-11,96.839996,97.339996,95.699997,96.370003,11230000.0,96.370003
1967-10-12,96.370003,96.699997,95.32,95.75,7770000.0,95.75
1967-10-13,95.75,96.690002,95.160004,96.0,9040000.0,96.0
1967-10-14,95.8333333333,96.6433356667,95.0566686667,95.75,9053333.33333,95.75
1967-10-15,95.9166666667,96.5966693333,94.9533333333,95.5,9066666.66667,95.5
1967-10-16,96.0,96.550003,94.849998,95.25,9080000.0,95.25
1967-10-17,95.25,95.919998,94.190002,95.0,10290000.0,95.0
1967-10-18,95.0,95.82,94.339996,95.25,10500000.0,95.25
1967-10-19,95.25,96.459999,94.860001,95.43,11620000.0,95.43
1967-10-20,95.43,96.120003,94.620003,95.379997,9510000.0,95.379997
1967-10-21,95.4133323333,95.9766693333,94.386668,95.2399976667,9566666.66667,95.2399976667
1967-10-22,95.3966646667,95.8333356667,94.153333,95.0999983333,9623333.33333,95.0999983333
1967-10-23,95.379997,95.690002,93.919998,94.959999,9680000.0,94.959999
1967-10-24,94.959999,95.980003,94.050003,94.419998,11110000.0,94.419998
1967-10-25,94.419998,95.18,93.470001,94.519997,10300000.0,94.519997
1967-10-26,94.519997,95.559998,93.989998,94.940002,9920000.0,94.940002
1967-10-27,94.940002,95.790001,94.309998,94.959999,9880000.0,94.959999
1967-10-28,94.9466676667,95.75,94.2533316667,94.903333,10003333.3333,94.903333
1967-10-29,94.9533333333,95.709999,94.1966653333,94.846667,10126666.6667,94.846667
1967-10-30,94.959999,95.669998,94.139999,94.790001,10250000.0,94.790001
1967-10-31,94.790001,95.25,93.290001,93.300003,12020000.0,93.300003
1967-11-01,93.300003,94.209999,92.449997,92.709999,10930000.0,92.709999
1967-11-02,92.709999,93.690002,91.849998,92.339996,10760000.0,92.339996
1967-11-03,92.339996,92.900002,91.330002,91.779999,8800000.0,91.779999
1967-11-04,92.1533303333,92.676669,91.0166676667,91.6800003333,9306666.66667,91.6800003333
1967-11-05,91.9666646667,92.453336,90.7033333333,91.5800016667,9813333.33333,91.5800016667
1967-11-06,91.779999,92.230003,90.389999,91.480003,10320000.0,91.480003
1967-11-07,91.630001,92.6500015,90.595001,91.310001,11475000.0,91.310001
1967-11-08,91.480003,93.07,90.800003,91.139999,12630000.0,91.139999
1967-11-09,91.139999,92.25,90.610001,91.589996,8890000.0,91.589996
1967-11-10,91.589996,92.839996,91.290001,92.209999,9960000.0,92.209999
1967-11-11,91.7966636667,92.9699983333,91.346667,92.1299996667,10016666.6667,92.1299996667
1967-11-12,92.0033313333,93.1000006667,91.403333,92.0500003333,10073333.3333,92.0500003333
1967-11-13,92.209999,93.230003,91.459999,91.970001,10130000.0,91.970001
1967-11-14,91.970001,92.489998,90.809998,91.389999,10350000.0,91.389999
1967-11-15,91.389999,92.25,90.440002,91.760002,10000000.0,91.760002
1967-11-16,91.760002,93.279999,91.5,92.599998,10570000.0,92.599998
1967-11-17,92.599998,93.620003,92.019997,92.82,10050000.0,92.82
1967-11-18,92.5266643333,93.2066676667,91.3766633333,92.4300006667,10950000.0,92.4300006667
1967-11-19,92.4533306667,92.7933323333,90.7333296667,92.0400013333,11850000.0,92.0400013333
1967-11-20,92.379997,92.379997,90.089996,91.650002,12750000.0,91.650002
1967-11-21,91.650002,93.709999,91.639999,93.099998,12300000.0,93.099998
1967-11-22,93.099998,94.410004,92.699997,93.650002,12180000.0,93.650002
1967-11-23,93.375,94.4350015,92.7199975,93.775002,10825000.0,93.775002
1967-11-24,93.650002,94.459999,92.739998,93.900002,9470000.0,93.900002
1967-11-25,93.7333353333,94.5733336667,92.933332,93.9900006667,9660000.0,93.9900006667
1967-11-26,93.8166686667,94.6866683333,93.126666,94.0799993333,9850000.0,94.0799993333
1967-11-27,93.900002,94.800003,93.32,94.169998,10040000.0,94.169998
1967-11-28,94.169998,95.080002,93.57,94.489998,11040000.0,94.489998
1967-11-29,94.489998,95.510002,93.849998,94.470001,11400000.0,94.470001
1967-11-30,94.470001,94.940002,93.489998,94.0,8860000.0,94.0
1967-12-01,94.0,94.949997,93.410004,94.5,9740000.0,94.5
1967-12-02,94.1666666667,95.1933313333,93.636668,94.6999993333,10406666.6667,94.6999993333
1967-12-03,94.3333333333,95.4366656667,93.863332,94.8999986667,11073333.3333,94.8999986667
1967-12-04,94.5,95.68,94.089996,95.099998,11740000.0,95.099998
1967-12-05,95.099998,96.269997,94.519997,95.230003,12940000.0,95.230003
1967-12-06,95.230003,96.160004,94.099998,95.639999,11940000.0,95.639999
1967-12-07,95.639999,96.669998,95.040001,95.529999,12490000.0,95.529999
1967-12-08,95.529999,96.25,94.779999,95.419998,10710000.0,95.419998
1967-12-09,95.493332,96.1633326667,94.686666,95.3199996667,10640000.0,95.3199996667
1967-12-10,95.456665,96.0766653333,94.593333,95.2200013333,10570000.0,95.2200013333
1967-12-11,95.419998,95.989998,94.5,95.120003,10500000.0,95.120003
1967-12-12,95.120003,95.779999,94.339996,95.010002,10860000.0,95.010002
1967-12-13,95.010002,96.0,94.580002,95.339996,12480000.0,95.339996
1967-12-14,95.339996,96.349998,94.849998,95.470001,12310000.0,95.470001
1967-12-15,95.470001,96.199997,94.510002,95.029999,11530000.0,95.029999
1967-12-16,95.3233336667,96.0933303333,94.3966673333,94.9433316667,11126666.6667,94.9433316667
1967-12-17,95.1766663333,95.9866636667,94.2833326667,94.8566643333,10723333.3333,94.8566643333
1967-12-18,95.029999,95.879997,94.169998,94.769997,10320000.0,94.769997
1967-12-19,94.769997,95.410004,94.0,94.629997,10610000.0,94.629997
1967-12-20,94.629997,95.75,94.169998,95.150002,11390000.0,95.150002
1967-12-21,95.150002,96.25,94.690002,95.379997,11010000.0,95.379997
1967-12-22,95.379997,96.110001,94.610001,95.199997,9570000.0,95.199997
1967-12-23,95.334997,96.0875,94.610001,95.21499825,9465000.0,95.21499825
1967-12-24,95.289997,96.064999,94.610001,95.2299995,9360000.0,95.2299995
1967-12-25,95.244997,96.042498,94.610001,95.24500075,9255000.0,95.24500075
1967-12-26,95.199997,96.019997,94.610001,95.260002,9150000.0,95.260002
1967-12-27,95.260002,96.419998,94.82,95.910004,12690000.0,95.910004
1967-12-28,95.910004,96.650002,94.910004,95.889999,12530000.0,95.889999
1967-12-29,95.889999,96.900002,95.849998,96.470001,14950000.0,96.470001
1967-12-30,96.0349995,97.007502,95.714998,96.380001,13982500.0,96.380001
1967-12-31,96.18,97.115002,95.579998,96.290001,13015000.0,96.290001
1968-01-01,96.3250005,97.222502,95.444998,96.200001,12047500.0,96.200001
1968-01-02,96.470001,97.330002,95.309998,96.110001,11080000.0,96.110001
1968-01-03,96.110001,96.949997,95.040001,95.669998,12650000.0,95.669998
1968-01-04,95.669998,96.230003,94.309998,95.360001,13440000.0,95.360001
1968-01-05,95.360001,96.660004,94.970001,95.940002,11880000.0,95.940002
1968-01-06,95.5533346667,96.90667,95.160001,96.166669,12673333.3333,96.166669
1968-01-07,95.7466683333,97.153336,95.350001,96.393336,13466666.6667,96.393336
1968-01-08,95.940002,97.400002,95.540001,96.620003,14260000.0,96.620003
1968-01-09,96.620003,97.839996,95.889999,96.5,13720000.0,96.5
1968-01-10,96.5,97.260002,95.660004,96.519997,11670000.0,96.519997
1968-01-11,96.519997,97.82,95.879997,96.620003,13220000.0,96.620003
1968-01-12,96.620003,97.440002,95.870003,96.720001,13080000.0,96.720001
1968-01-13,96.6533356667,97.4466676667,95.8633346667,96.62,12933333.3333,96.62
1968-01-14,96.6866683333,97.4533333333,95.8566663333,96.519999,12786666.6667,96.519999
1968-01-15,96.720001,97.459999,95.849998,96.419998,12640000.0,96.419998
1968-01-16,96.419998,96.910004,95.32,95.82,12340000.0,95.82
1968-01-17,95.82,96.410004,94.779999,95.639999,12910000.0,95.639999
1968-01-18,95.639999,96.660004,95.010002,95.559998,13840000.0,95.559998
1968-01-19,95.559998,96.220001,94.599998,95.239998,11950000.0,95.239998
1968-01-20,95.4533313333,95.946668,94.2499996667,94.836665,11510000.0,94.836665
1968-01-21,95.3466646667,95.673335,93.9000013333,94.433332,11070000.0,94.433332
1968-01-22,95.239998,95.400002,93.550003,94.029999,10630000.0,94.029999
1968-01-23,94.029999,94.660004,92.879997,93.660004,11030000.0,93.660004
1968-01-24,93.660004,94.120003,92.449997,93.169998,10570000.0,93.169998
1968-01-25,93.169998,94.110001,91.959999,93.300003,12410000.0,93.300003
1968-01-26,93.300003,94.339996,92.769997,93.449997,9980000.0,93.449997
1968-01-27,93.350001,94.3533296667,92.7499976667,93.416664,9970000.0,93.416664
1968-01-28,93.399999,94.3666633333,92.7299983333,93.383331,9960000.0,93.383331
1968-01-29,93.449997,94.379997,92.709999,93.349998,9950000.0,93.349998
1968-01-30,93.349998,93.709999,92.18,92.889999,10110000.0,92.889999
1968-01-31,92.889999,93.260002,91.269997,92.239998,9410000.0,92.239998
1968-02-01,92.239998,93.139999,91.57,92.559998,10590000.0,92.559998
1968-02-02,92.559998,93.440002,91.690002,92.269997,10120000.0,92.269997
1968-02-03,92.463331,93.2000016667,91.5400006667,92.1366656667,9740000.0,92.1366656667
1968-02-04,92.366664,92.9600013333,91.3899993333,92.0033343333,9360000.0,92.0033343333
1968-02-05,92.269997,92.720001,91.239998,91.870003,8980000.0,91.870003
1968-02-06,91.870003,92.519997,91.150002,91.900002,8560000.0,91.900002
1968-02-07,91.900002,92.739998,91.480003,92.059998,8380000.0,92.059998
1968-02-08,92.059998,92.400002,90.599998,90.900002,9660000.0,90.900002
1968-02-09,90.900002,91.0,89.230003,89.860001,11850000.0,89.860001
1968-02-10,90.64000175,90.86499975,88.605003,89.66250075,11595000.0,89.66250075
1968-02-11,90.3800015,90.7299995,87.980003,89.4650005,11340000.0,89.4650005
1968-02-12,90.12000125,90.59499925,87.355003,89.26750025,11085000.0,89.26750025
1968-02-13,89.860001,90.459999,86.730003,89.07,10830000.0,89.07
1968-02-14,89.07,90.599998,88.660004,90.139999,11390000.0,90.139999
1968-02-15,90.300003,90.300003,90.300003,90.300003,9770000.0,90.300003
1968-02-16,90.300003,90.620003,89.279999,89.959999,9070000.0,89.959999
1968-02-17,90.1866683333,90.7033363333,89.3266653333,90.0766653333,8470000.0,90.0766653333
1968-02-18,90.0733336667,90.7866696667,89.3733316667,90.1933316667,7870000.0,90.1933316667
1968-02-19,89.959999,90.870003,89.419998,90.309998,7270000.0,90.309998
1968-02-20,90.309998,91.339996,89.949997,91.239998,8800000.0,91.239998
1968-02-21,91.239998,91.870003,90.540001,91.239998,9170000.0,91.239998
1968-02-22,91.239998,91.835003,90.41,91.0649985,8990000.0,91.0649985
1968-02-23,91.239998,91.800003,90.279999,90.889999,8810000.0,90.889999
1968-02-24,91.1233316667,91.5600026667,90.0766653333,90.6533326667,8476666.66667,90.6533326667
1968-02-25,91.0066653333,91.3200023333,89.8733316667,90.4166663333,8143333.33333,90.4166663333
1968-02-26,90.889999,91.080002,89.669998,90.18,7810000.0,90.18
1968-02-27,90.18,90.910004,89.559998,90.529999,7600000.0,90.529999
1968-02-28,90.529999,91.190002,89.709999,90.080002,8020000.0,90.080002
1968-02-29,90.080002,90.239998,88.93,89.360001,7700000.0,89.360001
1968-03-01,89.360001,89.82,88.580002,89.110001,8610000.0,89.110001
1968-03-02,89.2766676667,89.6566673333,88.226667,88.7133333333,9270000.0,88.7133333333
1968-03-03,89.1933343333,89.4933346667,87.873332,88.3166656667,9930000.0,88.3166656667
1968-03-04,89.110001,89.330002,87.519997,87.919998,10590000.0,87.919998
1968-03-05,87.919998,88.720001,86.989998,87.720001,11440000.0,87.720001
1968-03-06,87.720001,89.760002,87.639999,89.260002,9900000.0,89.260002
1968-03-07,89.260002,89.980003,88.440002,89.099998,8630000.0,89.099998
1968-03-08,89.099998,89.57,88.230003,89.029999,7410000.0,89.029999
1968-03-09,89.076665,89.8999993333,88.4233346667,89.396665,8113333.33333,89.396665
1968-03-10,89.053332,90.2299986667,88.6166663333,89.763331,8816666.66667,89.763331
1968-03-11,89.029999,90.559998,88.809998,90.129997,9520000.0,90.129997
1968-03-12,90.129997,90.779999,89.389999,90.230003,9250000.0,90.230003
1968-03-13,90.230003,90.709999,89.400002,90.029999,8990000.0,90.029999
1968-03-14,89.75,89.75,87.809998,88.32,11640000.0,88.32
1968-03-15,88.32,89.75,87.610001,89.099998,11210000.0,89.099998
1968-03-16,88.5833336667,90.1966653333,88.110001,89.2633306667,11073333.3333,89.2633306667
1968-03-17,88.8466673333,90.6433306667,88.610001,89.4266633333,10936666.6667,89.4266633333
1968-03-18,89.110001,91.089996,89.110001,89.589996,10800000.0,89.589996
1968-03-19,89.589996,90.050003,88.610001,88.989998,7410000.0,88.989998
1968-03-20,88.989998,89.650002,88.480003,88.980003,7390000.0,88.980003
1968-03-21,88.980003,89.480003,88.050003,88.330002,8580000.0,88.330002
1968-03-22,88.330002,89.139999,87.5,88.419998,9900000.0,88.419998
1968-03-23,88.3600006667,89.0533316667,87.5500006667,88.3899993333,8833333.33333,88.3899993333
1968-03-24,88.3899993333,88.9666643333,87.6000013333,88.3600006667,7766666.66667,88.3600006667
1968-03-25,88.419998,88.879997,87.650002,88.330002,6700000.0,88.330002
1968-03-26,88.330002,89.5,88.099998,88.93,8670000.0,88.93
1968-03-27,88.93,90.199997,88.879997,89.660004,8970000.0,89.660004
1968-03-28,89.660004,90.400002,89.050003,89.57,8000000.0,89.57
1968-03-29,89.57,90.919998,89.209999,90.199997,9000000.0,90.199997
1968-03-30,90.0833336667,91.7966663333,89.843333,90.959999,11910000.0,90.959999
1968-03-31,90.5966673333,92.6733346667,90.476667,91.720001,14820000.0,91.720001
1968-04-01,91.110001,93.550003,91.110001,92.480003,17730000.0,92.480003
1968-04-02,92.480003,93.440002,91.389999,92.639999,14520000.0,92.639999
1968-04-03,92.639999,95.129997,92.239998,93.470001,19290000.0,93.470001
1968-04-04,93.470001,94.589996,92.629997,93.839996,14340000.0,93.839996
1968-04-05,93.839996,94.510002,92.669998,93.290001,12570000.0,93.290001
1968-04-06,93.6566643333,94.8233336667,92.8166656667,93.843333,12716666.6667,93.843333
1968-04-07,93.4733326667,95.1366653333,92.9633333333,94.396665,12863333.3333,94.396665
1968-04-08,93.290001,95.449997,93.110001,94.949997,13010000.0,94.949997
1968-04-09,94.119999,96.279999,93.9249995,95.3099975,16710000.0,95.3099975
1968-04-10,94.949997,97.110001,94.739998,95.669998,20410000.0,95.669998
1968-04-11,95.669998,96.93,94.809998,96.529999,14230000.0,96.529999
1968-04-12,95.88499825,97.03750025,94.939999,96.54499825,14227500.0,96.54499825
1968-04-13,96.0999985,97.1450005,95.07,96.5599975,14225000.0,96.5599975
1968-04-14,96.31499875,97.25250075,95.200001,96.57499675,14222500.0,96.57499675
1968-04-15,96.529999,97.360001,95.330002,96.589996,14220000.0,96.589996
1968-04-16,96.589996,97.540001,95.720001,96.620003,15680000.0,96.620003
1968-04-17,96.620003,97.400002,95.760002,96.809998,14090000.0,96.809998
1968-04-18,96.809998,97.889999,96.120003,97.080002,15890000.0,97.080002
1968-04-19,97.080002,97.080002,95.150002,95.849998,14560000.0,95.849998
1968-04-20,96.6700006667,96.7433346667,94.8400016667,95.673332,13613333.3333,95.673332
1968-04-21,96.2599993333,96.4066673333,94.5300013333,95.496666,12666666.6667,95.496666
1968-04-22,95.849998,96.07,94.220001,95.32,11720000.0,95.32
1968-04-23,95.68,97.480003,95.68,96.620003,14010000.0,96.620003
1968-04-24,96.620003,97.809998,95.980003,96.919998,14810000.0,96.919998
1968-04-25,96.919998,97.480003,95.68,96.620003,14430000.0,96.620003
1968-04-26,96.620003,97.830002,96.220001,97.209999,13500000.0,97.209999
1968-04-27,96.8166683333,98.0900016667,96.4166666667,97.463333,13010000.0,97.463333
1968-04-28,97.0133336667,98.3500013333,96.6133323333,97.716667,12520000.0,97.716667
1968-04-29,97.209999,98.610001,96.809998,97.970001,12030000.0,97.970001
1968-04-30,97.970001,98.169998,96.580002,97.459999,14380000.0,97.459999
1968-05-01,97.459999,98.610001,96.839996,97.970001,14440000.0,97.970001
1968-05-02,97.970001,99.18,97.529999,98.589996,14260000.0,98.589996
1968-05-03,98.589996,100.190002,97.980003,98.660004,17990000.0,98.660004
1968-05-04,98.613332,99.8300016667,97.7433343333,98.5566686667,16046666.6667,98.5566686667
1968-05-05,98.636668,99.4700013333,97.5066656667,98.4533333333,14103333.3333,98.4533333333
1968-05-06,98.660004,99.110001,97.269997,98.349998,12160000.0,98.349998
1968-05-07,98.349998,99.589996,97.860001,98.900002,13920000.0,98.900002
1968-05-08,98.900002,99.739998,98.25,98.910004,13120000.0,98.910004
1968-05-09,98.910004,99.470001,97.68,98.389999,12890000.0,98.389999
1968-05-10,98.389999,99.300003,97.760002,98.5,11700000.0,98.5
1968-05-11,98.426666,99.2333346667,97.6800003333,98.3966673333,11753333.3333,98.3966673333
1968-05-12,98.463333,99.1666663333,97.5999986667,98.2933346667,11806666.6667,98.2933346667
1968-05-13,98.5,99.099998,97.519997,98.190002,11860000.0,98.190002
1968-05-14,98.190002,98.849998,97.330002,98.120003,13160000.0,98.120003
1968-05-15,98.120003,98.790001,97.32,98.07,13180000.0,98.07
1968-05-16,98.07,98.690002,97.050003,97.599998,13030000.0,97.599998
1968-05-17,97.599998,97.809998,96.110001,96.900002,11830000.0,96.900002
1968-05-18,97.366666,97.6766666667,96.0066683333,96.7500003333,11613333.3333,96.7500003333
1968-05-19,97.133334,97.5433353333,95.9033356667,96.5999986667,11396666.6667,96.5999986667
1968-05-20,96.900002,97.410004,95.800003,96.449997,11180000.0,96.449997
1968-05-21,96.449997,97.519997,95.919998,96.93,13160000.0,96.93
1968-05-22,96.93,98.169998,96.470001,97.18,14200000.0,97.18
1968-05-23,97.18,97.790001,96.379997,96.970001,12840000.0,96.970001
1968-05-24,96.970001,97.730003,96.209999,97.150002,13300000.0,97.150002
1968-05-25,97.0300013333,97.756668,96.2366663333,97.0966673333,13106666.6667,97.0966673333
1968-05-26,97.0900016667,97.783333,96.2633336667,97.0433326667,12913333.3333,97.0433326667
1968-05-27,97.150002,97.809998,96.290001,96.989998,12720000.0,96.989998
1968-05-28,96.989998,98.199997,96.410004,97.620003,13850000.0,97.620003
1968-05-29,97.620003,98.739998,97.010002,97.919998,14100000.0,97.919998
1968-05-30,97.7700005,99.07,97.335003,98.299999,13595000.0,98.299999
1968-05-31,97.919998,99.400002,97.660004,98.68,13090000.0,98.68
1968-06-01,98.1866656667,99.806669,98.0133363333,99.116666,13716666.6667,99.116666
1968-06-02,98.4533333333,100.213336,98.3666686667,99.553332,14343333.3333,99.553332
1968-06-03,98.720001,100.620003,98.720001,99.989998,14970000.0,99.989998
1968-06-04,99.989998,101.260002,99.32,100.379997,18030000.0,100.379997
1968-06-05,100.379997,101.129997,99.260002,99.889999,15590000.0,99.889999
1968-06-06,99.889999,101.589996,99.5,100.650002,16130000.0,100.650002
1968-06-07,100.650002,101.889999,100.239998,101.269997,17320000.0,101.269997
1968-06-08,100.856667,102.009999333,100.299998,101.316666,16426666.6667,101.316666
1968-06-09,101.063332,102.129999667,100.359998,101.363335,15533333.3333,101.363335
1968-06-10,101.269997,102.25,100.419998,101.410004,14640000.0,101.410004
1968-06-11,101.410004,102.400002,100.739998,101.660004,15700000.0,101.660004
1968-06-12,101.535004,102.619999,100.6450005,101.455002,18525000.0,101.455002
1968-06-13,101.660004,102.839996,100.550003,101.25,21350000.0,101.25
1968-06-14,101.25,101.82,99.980003,101.129997,14690000.0,101.129997
1968-06-15,101.209999,101.783333,99.7966686667,100.796663667,13983333.3333,100.796663667
1968-06-16,101.169998,101.746666,99.6133343333,100.463330333,13276666.6667,100.463330333
1968-06-17,101.129997,101.709999,99.43,100.129997,12570000.0,100.129997
1968-06-18,100.129997,101.089996,99.43,99.989998,13630000.0,99.989998
1968-06-19,100.0599975,101.344997,99.4749985,100.75,14960000.0,100.75
1968-06-20,99.989998,101.599998,99.519997,101.510002,16290000.0,101.510002
1968-06-21,101.510002,101.589996,99.800003,100.660004,13450000.0,100.660004
1968-06-22,101.226669333,101.553331667,99.7533366667,100.570002333,13073333.3333,100.570002333
1968-06-23,100.943336667,101.516667333,99.7066703333,100.480000667,12696666.6667,100.480000667
1968-06-24,100.660004,101.480003,99.660004,100.389999,12320000.0,100.389999
1968-06-25,100.389999,101.099998,99.279999,100.080002,13200000.0,100.080002
1968-06-26,100.2350005,101.055,99.195,100.0300025,14285000.0,100.0300025
1968-06-27,100.080002,101.010002,99.110001,99.980003,15370000.0,99.980003
1968-06-28,99.980003,100.629997,98.910004,99.580002,12040000.0,99.580002
1968-06-29,99.8466693333,100.529998667,98.863335,99.520002,11786666.6667,99.520002
1968-06-30,99.7133356667,100.430000333,98.816666,99.460002,11533333.3333,99.460002
1968-07-01,99.580002,100.330002,98.769997,99.400002,11280000.0,99.400002
1968-07-02,99.400002,100.599998,98.599998,99.739998,13350000.0,99.739998
1968-07-03,99.739998,101.360001,99.599998,100.910004,14390000.0,100.910004
1968-07-04,99.9739992,101.6400012,99.8239986,101.1160036,14884000.0,101.1160036
1968-07-05,100.2080004,101.9200014,100.0479992,101.3220032,15378000.0,101.3220032
1968-07-06,100.4420016,102.2000016,100.2719998,101.5280028,15872000.0,101.5280028
1968-07-07,100.6760028,102.4800018,100.4960004,101.7340024,16366000.0,101.7340024
1968-07-08,100.910004,102.760002,100.720001,101.940002,16860000.0,101.940002
1968-07-09,101.940002,102.93,101.190002,102.230003,16540000.0,102.230003
1968-07-10,102.0850025,103.299999,101.300003,102.310001,18415000.0,102.310001
1968-07-11,102.230003,103.669998,101.410004,102.389999,20290000.0,102.389999
1968-07-12,102.389999,103.239998,101.389999,102.339996,14810000.0,102.339996
1968-07-13,102.373331333,103.209999333,101.406666667,102.313331333,14336666.6667,102.313331333
1968-07-14,102.356663667,103.180000667,101.423334333,102.286666667,13863333.3333,102.286666667
1968-07-15,102.339996,103.150002,101.440002,102.260002,13390000.0,102.260002
1968-07-16,102.260002,102.720001,100.970001,101.699997,13380000.0,101.699997
1968-07-17,101.9799995,102.6850015,100.7299995,101.5699995,15400000.0,101.5699995
1968-07-18,101.699997,102.650002,100.489998,101.440002,17420000.0,101.440002
1968-07-19,101.440002,101.82,99.800003,100.459999,14620000.0,100.459999
