"SP500.Low","seasonal","trend","remainder"
749.733337333,-28.1932363422057,745.841214435483,32.0853592397223
753.369995,-28.1932363422057,746.375659641412,35.1875717007933
749.929993,-31.0241339032868,746.831250114867,34.1228767884194
765.640015,-31.0241339032868,747.286840588322,49.3773083149644
781.820007,-31.0241339032868,747.979798650954,64.8643422523323
766.200012,-31.0241339032868,748.672756713587,48.5513891897002
768.236674,-32.4219639185284,749.795266869572,50.8633710489567
770.273336,-32.4219639185284,750.917777025557,51.7775228929714
772.309998,-32.4219639185284,752.672172033243,52.0597898852856
805.47998,-32.4219639185284,754.426567040929,83.4753768775997
791.369995,-32.3998008157893,757.857165462057,65.9126303537321
814.059998,-32.3998008157893,761.287763883186,85.1720349326033
813.429993,-32.3998008157893,763.500137440288,82.3296563755009
802.223328,-32.3998008157893,765.712510997391,68.9106178183987
791.016663,-31.9845725607975,768.084437920757,54.9167976400408
779.809998,-31.9845725607975,770.456364844123,41.3382057166749
790.880005,-31.9845725607975,772.775711782576,50.0888657782214
783.320007,-31.9845725607975,775.09505872103,40.2095208397678
814.530029,-31.0000992829097,778.678453404745,66.8516748781651
826.700012,-31.0000992829097,782.261848088459,75.4382631944503
825.396667333,-31.0000992829097,784.419259638368,71.977506977542
824.093322667,-31.0000992829097,786.576671188276,68.5167507616338
822.789978,-35.1835296249982,788.562564010834,69.4109436141647
814.530029,-35.1835296249982,790.548456833391,59.1651017916072
814.840027,-35.1835296249982,792.730472505446,57.2930841195518
829.289978,-35.1835296249982,794.912488177502,69.5610194474966
833.3049775,-39.5642809786173,797.109953221358,75.7593052572597
837.319977,-39.5642809786173,799.307418265213,77.576839713404
841.3349765,-39.5642809786173,801.680365240539,79.2188922380785
845.349976,-39.5642809786173,804.053312215864,80.8609447627529
840.25,-42.2841591520123,806.460741103299,76.0734180487136
835.580017,-42.2841591520123,808.868169990733,68.9960061612792
847.039978,-42.2841591520123,809.513190221754,79.8109469302578
860.869995,-42.2841591520123,810.158210452776,92.9959436992366
851.376668333,-43.1260727325816,810.409975429724,84.092765635858
841.883341667,-43.1260727325816,810.661740406671,74.3476739929101
832.390015,-43.1260727325816,811.424824714319,64.0912630182627
826.830017,-43.1260727325816,812.187909021966,57.7681807106153
840.570007,-41.2460325568517,813.05875951499,68.7572800418621
835.450012,-41.2460325568517,813.929610008013,62.7664345488388
853.909973,-41.2460325568517,815.993746637504,79.1622589193481
854.156656667,-41.2460325568517,818.057883266994,77.3448059568575
854.403340333,-39.8928033557796,821.665248092495,72.6308955962846
854.650024,-39.8928033557796,825.272612917996,69.2702144377838
847.119995,-39.8928033557796,829.954172323146,57.058626032634
856.849976,-39.8928033557796,834.635731728295,62.1070476274842
868.51001,-38.1147922921904,840.666824382766,65.9579779094248
866.099976,-38.1147922921904,846.697917037236,57.5168512549545
870.469991333,-38.1147922921904,854.383598415954,54.2011852092362
874.840006667,-38.1147922921904,862.069279794673,50.8855191645177
879.210022,-34.97468625844,871.889331817745,42.2953764406952
897.340027,-34.97468625844,881.709383840817,50.6053294176232
903.950012,-34.97468625844,889.09994820241,49.8247500560296
901.359985,-34.97468625844,896.490512564004,39.8441586944359
909.030029,-34.5260569900047,901.265631661824,42.2904543281811
908.913350333,-34.5260569900047,906.040750759643,37.3986565633616
908.796671667,-34.5260569900047,907.291714471647,36.0310141853581
908.679993,-34.5260569900047,908.54267818365,34.6633718063547
896.460022,-34.0211858507617,908.150146539373,22.3310613113887
882.799988,-34.0211858507617,907.757614895096,9.06355895566571
882.52002,-34.0211858507617,907.638333686054,8.90287216470767
878.940002,-34.0211858507617,907.519052477012,5.44213537374958
881.316670333,-30.2495713709083,908.406413277201,3.15982842670701
883.693338667,-30.2495713709083,909.293774077391,4.6491359605177
886.070007,-30.2495713709083,910.631064791272,5.68851357963604
905.219971,-30.2495713709083,911.968355505154,23.5011868657542
901.369995,-29.8560985678136,913.224067533812,18.0020260340013
879.609985,-29.8560985678136,914.479779562471,-5.01369599465693
883.75,-29.8560985678136,915.134235613432,-1.52813704561822
883.1775055,-29.8560985678136,915.788691664393,-2.75508759657941
882.605011,-30.1125711562595,916.431376994785,-3.71379483852536
882.0325165,-30.1125711562595,917.074062325177,-4.92897466891702
881.460022,-30.1125711562595,919.582272752295,-8.00967959603554
891.869995,-30.1125711562595,922.090483179413,-0.107917023153959
887.599976,-29.5166763691732,926.012382065333,-8.89572969616006
903.559998,-29.5166763691732,929.934280951253,3.14239341792029
910.126668667,-29.5166763691732,935.656016670444,3.98732836572879
916.693339333,-29.5166763691732,941.377752389636,4.83226331253718
923.26001,-27.6499089513317,947.316334559608,3.59358439172365
938.460022,-27.6499089513317,953.25491672958,12.8550142217516
923.849976,-27.6499089513317,957.539924443629,-6.04003949229741
929.320007,-27.6499089513317,961.824932157678,-4.85501620634625
934.130005,-24.4845339763328,964.273718970628,-5.6591799942953
931.566670667,-24.4845339763328,966.722505783578,-10.6713011402454
929.003336333,-24.4845339763328,967.299655535447,-13.8117852261145
926.440002,-24.4845339763328,967.876805287316,-16.9522693109834
936.150024,-20.1977084569702,967.369082446713,-11.021349989743
927.969971,-20.1977084569702,966.86135960611,-18.6936801491401
939.039978,-20.1977084569702,964.945756376124,-5.7080699191539
935.659973,-20.1977084569702,963.030153146138,-7.17247168916776
930.323323333,-16.3758622113809,960.008290262724,-13.3091047183428
924.986673667,-16.3758622113809,956.986427379309,-15.6238915009286
919.650024,-16.3758622113809,953.027431270181,-17.0015450588
911.599976,-16.3758622113809,949.068435161052,-21.0925969496716
903.780029,-15.079738593372,944.876960553945,-26.0171929605734
907.940002,-15.079738593372,940.685485946838,-17.6657453534664
915.799988,-15.079738593372,937.065271887344,-6.18554529397181
908.213318,-15.079738593372,933.445057827849,-10.1520012344772
900.626648,-13.401446005914,933.188381052432,-19.1602870465175
893.039978,-13.401446005914,932.931704277014,-26.4902802710999
888.859985,-13.401446005914,934.394624778982,-32.1331937730675
896.309998,-13.401446005914,935.857545280949,-26.1461012750352
896.27002,-10.102050658881,938.438223139507,-32.0661524806262
913.030029,-10.102050658881,941.018900998065,-17.8868213391843
914.080017,-10.102050658881,941.993546988825,-17.8114793299442
915.130005,-10.102050658881,942.968192979585,-17.736137320704
916.179993,-7.07977970137149,941.145592810039,-17.8858201086673
912.859985,-7.07977970137149,939.322992640493,-19.3832279391211
920.820007,-7.07977970137149,934.078573775709,-6.17878707433738
896.419983,-7.07977970137149,928.834154910925,-25.3343922095536
893.9049835,-5.73651903835774,924.214887570928,-24.5733850325704
891.389984,-5.73651903835773,919.595620230931,-22.4691171925733
888.8749845,-5.73651903835773,916.215817111715,-21.6043135733573
886.359985,-5.73651903835773,912.836013992499,-20.7395099541411
879.929993,-7.61801409989389,910.645257979306,-23.0972508794122
869.320007,-7.61801409989389,908.454501966113,-31.5164808662194
878.450012,-7.61801409989389,907.724699469329,-21.6566733694352
872.809998,-7.61801409989389,906.994896972545,-26.5668848726513
873.646667667,-11.650870219764,909.518392354423,-24.2208544676594
874.483337333,-11.650870219764,912.041887736302,-25.9076801835375
875.320007,-11.650870219764,916.64114096907,-29.6702637493057
896.5,-11.650870219764,921.240394201838,-13.089523982074
910.150024,-12.9608584341791,926.912192944604,-3.80131051042531
927.450012,-12.9608584341791,932.583991687371,7.82687874680812
934.650024,-12.9608584341791,936.799858749568,10.8110236846114
936.763346,-12.9608584341791,941.015725811764,8.70847862241453
938.876668,-13.7663919409174,944.120677510405,8.52238243051238
940.98999,-13.7663919409174,947.225629209046,7.53075273187187
943.219971,-13.7663919409174,949.661944197591,7.32441874332608
947.75,-13.7663919409174,952.098259186137,9.41813275478034
953.27002,-13.4667629219573,955.025190814948,11.7115921070091
965.950012,-13.4667629219573,957.95212244376,21.4646524781978
968.063334,-13.4667629219573,961.971943450094,19.5581534718629
970.176656,-13.4667629219573,965.991764456429,17.6516544655278
972.289978,-12.4546657126612,970.526483457607,14.2181602550546
969.349976,-12.4546657126612,975.061202458784,6.74343925387745
968.650024,-12.4546657126612,979.438041018919,1.66664869374267
976.01001,-12.4546657126612,983.814879579053,4.64979613360777
982.849976,-11.8443194995229,987.584954853974,7.10934064554931
985.306641,-11.8443194995229,991.355030128894,5.79593037062909
987.763306,-11.8443194995229,994.699128568059,4.90849693146379
990.219971,-11.8443194995229,998.043227007224,4.02106349229859
996.679993,-11.2420735068199,1001.06541380591,6.8566527009134
994.309998,-11.2420735068199,1004.08760060459,1.46447090223126
992.48999,-11.2420735068199,1006.53151733732,-2.79945383049744
999.830017,-11.2420735068199,1008.97543407005,2.09665643677386
1000.21667467,-10.5799108991823,1010.90642362249,-0.10983805331
1000.60333233,-10.5799108991823,1012.83741317494,-1.65416994575628
1000.98999,-10.5799108991823,1013.94934081281,-2.3794399136317
992.400024,-10.5799108991823,1015.06126845069,-12.0813335515073
993.359985,-9.65119612173681,1014.95639452509,-11.9452134033514
1000.820007,-9.65119612173681,1014.85152059949,-4.38031747775017
994.599976,-9.65119612173681,1014.78561296205,-10.5344408403112
989.236654,-9.65119612173681,1014.71970532461,-15.8318552028721
983.873332,-9.24659137414103,1016.53710374103,-23.417180366885
978.51001,-9.24659137414103,1018.35450215744,-30.5979007833021
980.619995,-9.24659137414103,1021.57403625674,-31.707449882599
980.619995,-9.24659137414103,1024.79357035604,-34.9269839818959
996.390015,-7.9791303119182,1029.64859924718,-25.2794539352576
1009.059998,-7.9791303119182,1034.50362813831,-17.4644998263961
1013.53332533,-7.9791303119182,1038.59517155071,-17.0827159087908
1018.00665267,-7.9791303119182,1042.6867149631,-16.7009319811855
1022.47998,-6.38609837088582,1045.42855534914,-16.5624769782542
1026.209961,-6.38609837088582,1048.17039573518,-15.5743363642907
1021.570007,-6.38609837088582,1049.40800355071,-21.4518981798228
1016.200012,-6.38609837088582,1050.64561136624,-28.0595009953548
1023.130005,-4.4415920968592,1049.97425822544,-22.4026611285769
1020.293335,-4.4415920968592,1049.30290508463,-24.5679779877726
1017.456665,-4.4415920968592,1047.4820738207,-25.5838167238367
1014.619995,-4.4415920968592,1045.66124255676,-26.5996554599006
996.280029,0.244137526944309,1044.79613418039,-48.7602427073368
991.969971,0.244137526944309,1043.93102580403,-52.2051923309698
992.25,0.244137526944309,1043.37023543968,-51.3643729666244
1001.650024,0.244137526944309,1042.80944507533,-41.403558602279
1005.90501375,4.33838239583283,1043.93275132641,-42.366119972244
1010.1600035,4.33838239583283,1045.05605757749,-39.2344364733201
1014.41499325,4.33838239583283,1046.96362257368,-36.8870117195103
1018.669983,4.33838239583283,1048.87118756987,-34.5395869657003
1023.969971,5.32943033402903,1050.18656673601,-31.5460260700347
1028.040039,5.32943033402903,1051.50194590214,-28.7913372361727
1038.400024,5.32943033402903,1052.42092238756,-19.3503287215881
1037.26668267,5.32943033402903,1053.33989887297,-21.4026465370036
1036.13334133,5.26822279578186,1054.34531222118,-23.4801936869637
1035,5.26822279578186,1055.35072556939,-25.6189483651706
1043.420044,5.26822279578186,1055.85871476306,-17.7068935588393
1052.869995,5.26822279578186,1056.36670395673,-8.76493175250789
1061.199951,4.08022468625509,1056.99311449283,0.126611820913013
1064.27002,4.08022468625509,1057.61952502894,2.57027028480684
1062.00000033,4.08022468625509,1058.32996384235,-0.410188198604828
1059.72998067,4.08022468625509,1059.04040265576,-3.39064667201615
1057.459961,1.05533376696389,1059.23419593874,-2.82956870570024
1066.349976,1.05533376696389,1059.42798922171,5.86665301132439
1060.390015,1.05533376696389,1060.12251785996,-0.787836626922399
1045.849976,1.05533376696389,1060.81704649821,-16.0224042651694
1041.170044,-0.205870228523997,1061.82373378396,-20.4478195554379
1042.57336433,-0.205870228523997,1062.83042106972,-20.0511865111941
1043.97668467,-0.205870228523997,1062.84117679377,-18.6586218952411
1045.380005,-0.205870228523997,1062.85193251781,-17.266057289288
1057.829956,0.469564532757292,1062.44526133737,-5.08486987013134
1046.469971,0.469564532757291,1062.03859015694,-16.0381836896934
1029.449951,0.469564532757291,1061.08241206141,-32.1020255941685
1019.950012,0.469564532757291,1060.12623396589,-40.6457864986438
1021.94002267,0.499958599356707,1059.70844882308,-38.2683847524338
1023.93003333,0.499958599356707,1059.29066368027,-35.8605889496243
1025.920044,0.499958599356707,1060.30065668588,-34.8805712852366
1042.02002,0.499958599356707,1061.31064969149,-19.7905882908487
1050.099976,2.00852064000716,1063.37493145681,-15.2834760968203
1060.030029,2.00852064000716,1065.43921322213,-7.41770486214114
1063,2.00852064000716,1067.80481259704,-6.81333323704757
1065.87666833,2.00852064000716,1070.17041197195,-6.30226428195419
1068.75333667,6.00012858457393,1072.42391418339,-9.67070609796133
1071.630005,6.00012858457392,1074.67741639483,-9.04753997940179
1066.709961,6.00012858457392,1076.02589170365,-15.3160592882282
1078.680054,6.00012858457392,1077.37436701248,-4.69444159705472
1086.410034,8.29584755075863,1077.61074519432,0.503441254919608
1081.530029,8.29584755075863,1077.84712337616,-4.61294192692139
1083.18001267,8.29584755075863,1076.22366968881,-1.33950456956745
1084.82999633,8.29584755075863,1074.60021600145,1.93393277778659
1086.47998,11.0042183844392,1071.13178593395,4.34397568160989
1086.160034,11.0042183844392,1067.66335586645,7.49245974911355
1080.77002,11.0042183844392,1063.41768463122,6.34811698434282
1074.310059,11.0042183844392,1059.17201339599,4.13382721957191
1075.48999,15.2411573382963,1054.06859972178,6.18023293991951
1072.06998667,15.2411573382963,1048.96518604758,7.86364328412378
1068.64998333,15.2411573382963,1043.34020063273,10.0686253589727
1065.22998,15.2411573382963,1037.71521521788,12.2736074438217
1060.619995,17.841007032882,1031.98484264015,10.7941453269671
1042.189941,17.841007032882,1026.25447006242,-1.90553609530184
1043.689941,17.841007032882,1020.78179084106,5.067143126058
1033.380005,17.841007032882,1015.3091116197,0.229886347417846
1032.04667167,19.9791710121983,1011.37118058375,0.696320074055166
1030.71333833,19.9791710121983,1007.43324954779,3.30091777000871
1029.380005,19.9791710121983,1006.78918720661,2.61164678118985
1033.939941,19.9791710121983,1006.14512486543,7.81564512237105
1045.150024,22.3756091460184,1008.51878942825,14.2556254257287
1047.300049,22.3756091460184,1010.89245399108,14.0319858629064
1059.319946,22.3756091460184,1015.09979376034,21.8445430936383
1063.64998367,22.3756091460184,1019.30713352961,21.9672409943701
1067.98002133,22.9934746895582,1024.75090411717,20.2356425232679
1072.310059,22.9934746895582,1030.19467470474,19.1219096057052
1087.400024,22.9934746895582,1034.48622936648,29.920319943966
1093.810059,22.9934746895582,1038.77778402822,32.0388002822265
1084.900024,22.9013389555567,1042.14957376796,19.8491112764873
1085.329956,22.9013389555567,1045.5213635077,16.9072535367463
1088.26330567,22.9013389555567,1047.05305212376,18.3089145906815
1091.19665533,22.9013389555567,1048.58474073983,19.710575634617
1094.130005,24.6758852952543,1049.13645801589,20.3176616888536
1102.189941,24.6758852952543,1049.68817529196,27.8258804127879
1102.699951,24.6758852952543,1049.92077925256,28.1032864521817
1088.400024,24.6758852952543,1050.15338321317,13.5707554915755
1086.810059,24.8985990295885,1049.56160634607,12.3498536243435
1089.49336767,24.8985990295885,1048.96982947897,15.6249391614458
1092.17667633,24.8985990295885,1047.68601004291,19.5920672575016
1094.859985,24.8985990295885,1046.40219060685,23.5591953635574
1097.630005,24.0301110158306,1044.65720561407,28.9426883700962
1104.75,24.0301110158306,1042.91222062129,37.8076683628774
1094.244995,24.0301110158306,1041.79534835262,28.4195356315474
1083.73999,24.0301110158306,1040.67847608395,19.0314029002175
1084.57666,24.6436174376245,1040.00378572928,19.9292568330986
1085.41333,24.6436174376245,1039.3290953746,21.4406171877738
1086.25,24.6436174376245,1039.36065531579,22.2457272465822
1098.890015,24.6436174376245,1039.39221525698,34.8541823053909
1105.290039,25.8531147499501,1040.12353983297,39.3133844170798
1098.73999,25.8531147499501,1040.85486440896,32.0320108410942
1096.52002,25.8531147499501,1041.13714228285,29.5297629672018
1097.95666533,25.8531147499501,1041.41942015674,30.6841304233094
1099.39331067,27.7072364327965,1041.82360304754,29.8624711896643
1100.829956,27.7072364327965,1042.22778593834,30.8949336288661
1088.609985,27.7072364327965,1043.7262615222,17.1764870450029
1085.890015,27.7072364327965,1045.22473710606,12.9580414611398
1098.689941,29.9092741026989,1047.60828892102,21.1723779762831
1101.339966,29.9092741026989,1049.99184073597,21.4388511613286
1103.50663267,29.9092741026989,1052.49497865118,21.1023799161228
1105.67329933,29.9092741026989,1054.99811656638,20.7659086609171
1107.839966,34.1098988669468,1056.45458422524,17.2754829078131
1105.349976,34.1098988669468,1057.9110518841,13.3290252489569
1107.959961,34.1098988669468,1058.17500559098,15.6750565420737
1095.880005,34.1098988669468,1058.43895929786,3.33114683519034
1093.880005,37.8642705902055,1057.96346049959,-1.94772608980043
1097.690023,37.8642705902055,1057.48796170133,2.33779070846754
1101.500041,37.8642705902055,1057.20482273288,6.43094767691946
1105.310059,37.8642705902055,1056.92168376442,10.5241046453716
1114.51001,38.2247911318316,1057.57876338026,18.706455487908
1116,38.2247911318316,1058.2358429961,19.5393658720704
1121.079956,38.2247911318316,1059.84974540752,23.0054194606471
1121.6874695,38.2247911318316,1061.46364781894,21.9990305492238
1122.294983,37.6569704984074,1063.43647793838,21.2015345632171
1122.9024965,37.6569704984074,1065.40930805781,19.8362179437863
1123.51001,37.6569704984074,1067.68149299489,18.1715465067073
1126.079956,37.6569704984074,1069.95367793196,18.4693075696284
1121.939941,36.9895066652121,1073.47362641269,11.4768079220944
1114.810059,36.9895066652121,1076.99357489342,0.826977441364988
1115.247559,36.9895066652121,1083.82124044859,-5.56318811380379
1115.685059,36.9895066652121,1090.64890600376,-11.9533536689728
1116.122559,36.0372609201173,1097.54347029213,-17.4581722122507
1116.560059,1.04643894357473,1104.43803458051,11.0755854759191
1129.660034,16.4356194912381,1113.28502145875,-0.0606069499833666
1133.949951,16.4356194912381,1122.13200833698,-4.6176768282221
1131.319946,16.4356194912381,1127.65873926769,-12.7744127589242
1136.219971,16.4356194912381,1133.18547019839,-13.4011186896266
1138.15332067,11.6077618477177,1137.2985208305,-10.7529620082144
1140.08667033,11.6077618477177,1141.4115714626,-12.9326629803224
1142.02002,11.6077618477177,1145.16011639152,-14.7478582392353
1131.77002,11.6077618477177,1148.90866132043,-28.7464031681479
1133.180054,6.26412405100196,1151.40295012816,-24.48702017916
1143.800049,6.26412405100196,1153.89723893589,-16.361313986888
1131.390015,6.26412405100196,1155.36876783478,-30.2428768857853
1132.48501625,6.26412405100196,1156.84029673368,-30.6194045346824
1133.5800175,0.890259566757885,1156.28730353386,-23.5975456006145
1134.67501875,0.890259566757885,1155.73431033403,-21.9495511507907
1135.77002,0.890259566757885,1151.49509762571,-16.6153371924715
1129.25,0.890259566757885,1147.25588491739,-18.8961444841525
1114.839966,-2.38005298454328,1142.80134921882,-25.5813302342724
1090.180054,-2.38005298454328,1138.34681352024,-45.7867065356936
1090.920044,-2.38005298454328,1132.51861176874,-39.218514784194
1091.660034,-2.38005298454328,1126.69041001724,-32.6503230326941
1092.400024,-4.98775981972668,1123.46901721655,-26.0812333968277
1089.859985,-4.98775981972668,1120.24762441587,-25.3998795961447
1083.109985,-4.98775981972668,1118.95975122603,-30.8620064062998
1078.459961,-4.98775981972668,1117.67187803618,-34.2241572164551
1071.589966,-6.19517765834845,1116.36086396328,-38.5757203049268
1072.356649,-6.19517765834845,1115.04984989037,-36.4980232320202
1073.123332,-6.19517765834845,1110.78566123651,-31.467151578157
1073.890015,-6.19517765834845,1106.52147258264,-26.4362799242936
1087.959961,-8.8707771761017,1102.83091301249,-6.00017483638771
1093.969971,-8.8707771761017,1099.14035344234,3.7003947337646
1062.780029,-8.8707771761017,1095.77059788205,-24.1197917059451
1044.5,-8.87077717610171,1092.40084232176,-39.030065145655
1048.50333667,-12.5042736214922,1089.51082198958,-28.503211698091
1052.50667333,-12.5042736214922,1086.62080165741,-21.6098547059178
1056.51001,-12.5042736214922,1086.35613806134,-17.3418544398442
1060.060059,-12.5042736214922,1086.09147446526,-13.5271418437708
1059.339966,-17.5252713961065,1086.49265595376,-9.62741855765807
1060.589966,-17.5252713961065,1086.89383744227,-8.77860004615968
1062.969971,-17.5252713961065,1088.05033198754,-7.55508959143049
1067.0099795,-17.5252713961065,1089.20682653281,-4.67157563670139
1071.049988,-23.8528764111665,1091.17480515326,3.72805925790749
1075.0899965,-23.8528764111665,1093.14278377371,5.80008913745633
1079.130005,-23.8528764111665,1096.07988490369,6.90299650747966
1094.719971,-23.8528764111665,1099.01698603366,19.5558613775033
1097.47998,-26.6755436305183,1101.94918913899,22.2063344915284
1100.800049,-26.6755436305183,1104.88139224432,22.5942003862015
1102.326701,-26.6755436305183,1106.63105456117,22.3711900693452
1103.853353,-26.6755436305183,1108.38071687803,22.1481797524887
1105.380005,-26.8673246947192,1109.05235867219,23.1949710225333
1092.180054,-26.8673246947192,1109.72400046634,9.32337822837712
1095.5,-26.8673246947192,1110.21219163444,12.1551330602763
1086.02002,-26.8673246947192,1110.70038280254,2.1869618921753
1097.560059,-27.4652092506247,1111.75852050226,13.2667477483644
1100.16003433,-27.4652092506247,1112.81665820198,14.8085853786481
1102.76000967,-27.4652092506247,1114.87232773845,15.3528911821732
1105.359985,-27.4652092506247,1116.92799727493,15.8971969756981
1116.51001,-27.5855582376637,1119.18806878229,24.9074994553732
1116.579956,-27.5855582376637,1121.44814028965,22.7173739480093
1116.660034,-27.5855582376637,1123.51326065061,20.7323315870487
1125.119995,-27.5855582376637,1125.57838101158,27.1271722260881
1129.00333667,-28.1803452928544,1127.58653356784,29.5971483950093
1132.88667833,-28.1803452928544,1129.59468612411,31.4723374987402
1136.77002,-28.1803452928544,1131.74638545858,33.2039798342764
1134.900024,-28.1803452928544,1133.89808479304,29.1822844998128
1140.089966,-28.4489797239046,1135.8009798902,32.7379658337047
1138.98999,-28.4489797239046,1137.70387498736,29.7350947365462
1146.969971,-28.4489797239046,1139.37649504016,36.0424556837481
1145.12996433,-28.4489797239046,1141.04911509295,32.5298289609502
1143.28995767,-28.1932363422057,1141.89436467779,29.5888293344201
1141.449951,-28.1932363422057,1142.73961426262,26.903573079589
1150.349976,-28.1932363422057,1142.0938855954,36.4493267468033
1159.939941,-28.1932363422057,1141.44815692819,46.685020414018
1161.160034,-31.0241339032868,1140.64517563084,51.5389922724466
1155.329956,-31.0241339032868,1139.84219433349,46.5118955697942
1154.51330567,-31.0241339032868,1139.41960549447,46.1178340788122
1153.69665533,-31.0241339032868,1138.99701665546,45.7237725778305
1152.880005,-32.4219639185284,1138.50762692062,46.794341997904
1163.829956,-32.4219639185284,1138.01823718579,58.2336827327365
1166.01001,-32.4219639185284,1138.35800189205,60.0739720264805
1165.089966,-32.4219639185284,1138.6977665983,58.8141633202247
1161.47998,-32.3998008157893,1138.94348576926,54.9362950465309
1163.55664033,-32.3998008157893,1139.18920494021,56.767236205576
1165.63330067,-32.3998008157893,1138.72254210222,59.3105593835699
1167.709961,-32.3998008157893,1138.25587926423,61.8538825515639
1168.920044,-31.9845725607975,1138.00405470111,62.9005618596912
1165.77002,-31.9845725607975,1137.75223013799,60.0023624228106
1170.689941,-31.9845725607975,1138.14420152129,64.5303120395101
1172.694946,-31.9845725607975,1138.53617290459,66.1433456562097
1174.699951,-31.0000992829097,1139.64355667804,66.0564936048665
1176.704956,-31.0000992829097,1140.7509404515,66.9541148314113
1178.709961,-31.0000992829097,1142.76605141723,66.9440088656804
1182.77002,-31.0000992829097,1144.78116238296,68.9889568999497
1177.25,-35.1835296249982,1147.05016228234,65.38336734266
1175.119995,-35.1835296249982,1149.31916218172,60.9843624432817
1187.150024,-35.1835296249982,1151.29679796845,71.0367556565482
