"WikipediaTrend","seasonal","trend","remainder"
1,669.529669085553,-1340.05555755323,671.52588846768
0,669.529669085553,-1383.56604632545,714.036377239901
0,829.48044319899,-1436.03463146408,606.554188265088
0,829.48044319899,-1488.5032166027,659.022773403713
0,829.48044319899,-1538.29804647164,708.817603272649
2,829.48044319899,-1588.09287634058,760.612433141586
0,798.840334534983,-1628.08856493048,829.248230395494
0,798.840334534983,-1668.08425352038,869.243918985395
0,798.840334534983,-1692.25377492402,893.413440389037
17,798.840334534983,-1716.42329632766,934.58296179268
9,550.60246331654,-1739.05094464155,1197.44848132501
10,550.60246331654,-1761.67859295543,1221.07612963889
12,550.60246331654,-1802.23778046284,1263.6353171463
6,550.60246331654,-1842.79696797024,1298.1945046537
22,542.424856880809,-1855.07502176581,1334.650164885
8,542.424856880809,-1867.35307556137,1332.92821868057
14,542.424856880809,-1888.65836372748,1360.23350684667
14,542.424856880809,-1909.96365189359,1381.53879501278
9,668.181983264172,-1937.13561048505,1277.95362722088
9,668.181983264172,-1964.30756907651,1305.12558581234
23,668.181983264172,-1995.1872872764,1350.00530401223
13,668.181983264172,-2026.0670054763,1370.88502221212
9,660.269946256785,-2062.76811582415,1411.49816956736
14,660.269946256785,-2099.469226172,1453.19927991522
19,660.269946256785,-2147.32720035693,1506.05725410014
15,660.269946256785,-2195.18517454185,1549.91522828507
10,681.020530350603,-2241.26666632556,1570.24613597496
11,681.020530350603,-2287.34815810928,1617.32762775868
23,681.020530350603,-2332.53454921997,1674.51401886936
12,681.020530350603,-2377.72094033065,1708.70040998005
8,652.298130299618,-2441.07278789507,1796.77465759545
7,652.298130299618,-2504.42463545949,1859.12650515987
11,652.298130299618,-2573.19818591401,1931.9000556144
12,652.298130299618,-2641.97173636854,2001.67360606892
7,604.873658613052,-2694.26715578766,2096.39349717461
19,604.873658613052,-2746.56257520678,2160.68891659373
10,604.873658613052,-2774.28747374652,2179.41381513346
8,604.873658613052,-2802.01237228625,2205.1387136732
12,651.369309189309,-2809.09193647836,2169.72262728905
10,651.369309189309,-2816.17150067048,2174.80219148117
17,651.369309189309,-2798.68748155451,2164.3181723652
11,651.369309189309,-2781.20346243854,2140.83415324923
11,639.303242792116,-2729.8959993211,2101.59275652898
15,639.303242792116,-2678.58853620366,2054.28529341154
10,639.303242792116,-2599.8418626763,1970.53861988418
8,639.303242792116,-2521.09518914893,1889.79194635681
17,606.610925286623,-2413.49678307375,1823.88585778713
9,606.610925286623,-2305.89837699857,1708.28745171195
10,606.610925286623,-2140.52134193255,1543.91041664592
12,606.610925286623,-1975.14430686652,1380.5333815799
20,616.966637914683,-1765.66604721599,1168.6994093013
7,616.966637914683,-1556.18778756545,946.221149650767
13,616.966637914683,-1330.13657761587,726.169939701189
8,616.966637914683,-1104.08536766629,495.118729751612
6,494.149645494408,-883.637267365418,395.48762187101
8,494.149645494408,-663.189167064541,177.039521570134
12,494.149645494408,-466.252435493726,-15.8972100006821
8,494.149645494408,-269.31570392291,-216.833941571498
14,302.973210999106,-100.273237120828,-188.699973878278
13,302.973210999106,68.7692296812534,-358.74244068036
4,302.973210999106,224.138877173827,-523.112088172933
10,302.973210999106,379.5085246664,-672.481735665506
14,291.525291895935,538.981481923585,-816.50677381952
13,291.525291895935,698.45443918077,-976.979731076705
8,291.525291895935,846.090349920766,-1129.6156418167
9,291.525291895935,993.726260660761,-1276.2515525567
9,334.839204385336,1096.78636333665,-1422.62556772199
6,334.839204385336,1199.84646601254,-1528.68567039788
9,334.839204385336,1247.31483625436,-1573.15404063969
6,334.839204385336,1294.78320649618,-1623.62241088151
14,344.745850444737,1286.20516703543,-1616.95101748016
19,344.745850444737,1277.62712757468,-1603.37297801941
17,344.745850444737,1248.28103032976,-1576.0268807745
15,344.745850444737,1218.93493308485,-1548.68078352959
11,362.289938338392,1196.13552092965,-1547.42545926804
14,362.289938338392,1173.33610877445,-1521.62604711284
7,362.289938338392,1189.04747594308,-1544.33741428147
7,362.289938338392,1204.75884311171,-1560.0487814501
4,346.744561696867,1248.46144283521,-1591.20600453208
14,346.744561696867,1292.16404255871,-1624.90860425558
6,346.744561696867,1318.65957122535,-1659.40413292222
6,346.744561696867,1345.155099892,-1685.89966158886
11,272.859133717421,1339.95864413962,-1601.81777785704
8,272.859133717421,1334.76218838724,-1599.62132210466
6,272.859133717421,1284.85096419137,-1551.7100979088
4,272.859133717421,1234.93973999551,-1503.79887371293
5,134.012353770114,1151.39600501073,-1280.40835878085
13,134.012353770114,1067.85227002596,-1188.86462379607
10,134.012353770114,989.99498149831,-1114.00733526842
8,134.012353770114,912.137692970664,-1038.15004674078
5,146.682349843253,860.362545278473,-1002.04489512173
9,146.682349843253,808.587397586282,-946.269747429535
6,146.682349843253,783.681925026436,-924.364274869688
10,146.682349843253,758.776452466589,-895.458802309842
20,137.451527271341,745.051262344152,-862.502789615493
14,137.451527271341,731.326072221714,-854.777599493055
8,137.451527271341,727.64635683072,-857.097884102061
7,137.451527271341,723.966641439726,-854.418168711067
9,168.539835797999,719.579525986292,-879.11936178429
7,168.539835797999,715.192410532858,-876.732246330857
8,168.539835797999,699.250720659497,-859.790556457496
6,168.539835797999,683.309030786136,-845.848866584135
14,292.867744869987,668.259440261904,-947.127185131891
14,292.867744869987,653.209849737672,-932.077594607659
12,292.867744869987,678.871942371053,-959.73968724104
5,292.867744869987,704.534035004434,-992.401779874422
4,265.96893763059,758.337334499752,-1020.30627213034
5,265.96893763059,812.14063399507,-1073.10957162566
10,265.96893763059,872.851691175894,-1128.82062880648
5,265.96893763059,933.562748356718,-1194.53168598731
13,470.929134288024,1030.18243342193,-1488.11156770996
9,470.929134288024,1126.80211848715,-1588.73125277518
4,470.929134288024,1217.59679697823,-1684.52593126625
13,470.929134288024,1308.3914754693,-1766.32060975733
9,624.033964163571,1381.14579178726,-1996.17975595083
7,624.033964163571,1453.90010810522,-2070.93407226879
8,624.033964163571,1527.02922771411,-2143.06319187768
17,624.033964163571,1600.15834732299,-2207.19231148656
5,433.448160350231,1662.54339075267,-2090.9915511029
7,433.448160350231,1724.92843418235,-2151.37659453258
8,433.448160350231,1775.85376037808,-2201.30192072831
10,433.448160350231,1826.77908657382,-2250.22724692405
13,411.766230687157,1856.03086594783,-2254.79709663498
15,411.766230687157,1885.28264532184,-2282.04887600899
6,411.766230687157,1904.31314402467,-2310.07937471182
18,411.766230687157,1923.3436427275,-2317.10987341465
6,499.394398960929,1965.1973440419,-2458.59174300283
7,499.394398960929,2007.0510453563,-2499.44544431723
4,499.394398960929,2059.92870857523,-2555.32310753616
10,499.394398960929,2112.80637179415,-2602.20077075508
11,713.247587008294,2181.38804757748,-2883.63563458578
15,713.247587008294,2249.96972336081,-2948.21731036911
10,713.247587008294,2330.53870087152,-3033.78628787981
7,713.247587008294,2411.10767838222,-3117.35526539051
8,1049.25770830217,2484.19587772169,-3525.45358602385
14,1049.25770830217,2557.28407706116,-3592.54178536332
9,1049.25770830217,2588.49388314916,-3628.75159145132
16,1049.25770830217,2619.70368923716,-3652.96139753932
13,1209.89198754318,2605.17631661753,-3802.06830416071
6,1209.89198754318,2590.6489439979,-3794.54093154109
7,1209.89198754318,2574.92932203867,-3777.82130958185
9,1209.89198754318,2559.20970007943,-3760.10168762261
15,1278.54924934188,2560.20167388956,-3823.75092323144
5,1278.54924934188,2561.1936476997,-3834.74289704157
13,1278.54924934188,2580.83386982476,-3846.38311916663
9,1278.54924934188,2600.47409194982,-3870.02334129169
15,1234.58819020791,2661.32427645194,-3880.91246665985
13,1234.58819020791,2722.17446095406,-3943.76265116197
18,1234.58819020791,2787.36326558579,-4003.9514557937
10,1234.58819020791,2852.55207021752,-4077.14026042543
12,1061.37438228094,2881.29341516405,-3930.66779744499
10,1061.37438228094,2910.03476011058,-3961.40914239152
16,1061.37438228094,2909.12240060591,-3954.49678288685
26,1061.37438228094,2908.21004110125,-3943.58442338218
24,1171.74452271068,2899.48977058807,-4047.23429329874
11,1171.74452271068,2890.76950007489,-4051.51402278556
7,1171.74452271068,2867.91855244601,-4032.66307515669
12,1171.74452271068,2845.06760481714,-4004.81212752781
12,1351.5793331861,2815.26555992973,-4154.84489311583
20,1351.5793331861,2785.46351504233,-4117.04284822843
33,1351.5793331861,2771.46895692483,-4090.04829011093
11,1351.5793331861,2757.47439880732,-4098.05373199342
15,1331.27638219821,2727.89830845269,-4044.1746906509
14,1331.27638219821,2698.32221809806,-4015.59860029627
7,1331.27638219821,2666.44827926195,-3990.72466146016
13,1331.27638219821,2634.57434042584,-3952.85072262406
9,1438.89662176738,2597.50920568669,-4027.40582745407
13,1438.89662176738,2560.44407094754,-3986.34069271492
20,1438.89662176738,2514.72581999391,-3933.6224417613
24,1438.89662176738,2469.00756904029,-3883.90419080767
12,1504.56062558306,2426.78037970034,-3919.3410052834
9,1504.56062558306,2384.55319036039,-3880.11381594345
10,1504.56062558306,2363.27766061726,-3857.83828620032
16,1504.56062558306,2342.00213087413,-3830.5627564572
16,1507.22990780328,2357.65133782015,-3848.88124562343
12,1507.22990780328,2373.30054476617,-3868.53045256945
9,1507.22990780328,2449.17742526856,-3947.40733307184
30,1507.22990780328,2525.05430577095,-4002.28421357423
25,1589.47479031052,2599.22771712048,-4163.702507431
15,1589.47479031052,2673.40112847001,-4247.87591878053
11,1589.47479031052,2737.90330298178,-4316.37809329231
14,1589.47479031052,2802.40547749356,-4377.88026780409
11,1644.45132855023,2817.25679158063,-4450.70812013085
17,1644.45132855023,2832.10810566769,-4459.55943421792
12,1644.45132855023,2814.28809618095,-4446.73942473118
10,1644.45132855023,2796.46808669422,-4430.91941524445
9,1583.20546753508,2753.79199610202,-4327.99746363709
13,1583.20546753508,2711.11590550981,-4281.32137304489
11,1583.20546753508,2662.84290081397,-4235.04836834904
7,1583.20546753508,2614.56989611812,-4190.7753636532
9,1698.0039180692,2580.61377979887,-4269.61769786807
10,1698.0039180692,2546.65766347963,-4234.66158154883
16,1698.0039180692,2528.9043072481,-4210.9082253173
10,1698.0039180692,2511.15095101657,-4199.15486908577
17,1825.39742459256,2529.70493502941,-4338.10235962197
9,1825.39742459256,2548.25891904225,-4364.65634363481
14,1825.39742459256,2594.83317778299,-4406.23060237555
10,1825.39742459256,2641.40743652373,-4456.80486111629
11,1758.35909457878,2687.72150273818,-4435.08059731696
14,1758.35909457878,2734.03556895262,-4478.3946635314
10,1758.35909457878,2771.61516896494,-4519.97426354372
5,1758.35909457878,2809.19476897726,-4562.55386355604
13,1816.80354931621,2832.48743851891,-4636.29098783512
9,1816.80354931621,2855.78010806056,-4663.58365737677
4,1816.80354931621,2869.98328282135,-4682.78683213756
9,1816.80354931621,2884.18645758214,-4691.99000689835
8,1783.44710295494,2886.28602419716,-4661.73312715211
10,1783.44710295494,2888.38559081219,-4661.83269376714
11,1783.44710295494,2873.72626337797,-4646.17336633292
14,1783.44710295494,2859.06693594375,-4628.5140388987
10,6730.53786061326,2818.62093623185,-9539.15879684512
5,6730.53786061326,2778.17493651995,-9503.71279713321
13,6730.53786061326,2716.51323149283,-9434.0510921061
9,6730.53786061326,2654.85152646572,-9376.38938707898
4,11290.0638264103,2587.47511399543,-13873.5389404057
9,11290.0638264103,2520.09870152515,-13801.1625279355
4,11290.0638264103,2463.16412414514,-13749.2279505554
7,11290.0638264103,2406.22954676512,-13689.2933731754
11,9157.20951474917,2367.47638833252,-11513.6859030817
18,9157.20951474917,2328.72322989992,-11467.9327446491
13,9157.20951474917,2314.86755516467,-11459.0770699138
8,9157.20951474917,2301.01188042943,-11450.2213951786
12,4758.96566827535,2301.63653455285,-7048.6022028282
7,4758.96566827535,2302.26118867627,-7054.22685695161
5,4758.96566827535,2312.10358359533,-7066.06925187068
5,4758.96566827535,2321.94597851439,-7075.91164678974
10,1981.10842581889,2330.51627950665,-4301.62470532554
7,1981.10842581889,2339.08658049891,-4313.1950063178
20,1981.10842581889,2326.00213952596,-4287.11056534485
17,1981.10842581889,2312.91769855301,-4277.0261243719
20,1935.51972305737,2273.65372541367,-4189.17344847104
14,1935.51972305737,2234.38975227433,-4155.9094753317
12,1935.51972305737,2163.94888546667,-4087.46860852404
54,1935.51972305737,2093.50801865901,-3975.02774171638
21,1914.40613166741,1985.46829108987,-3878.87442275728
10,1914.40613166741,1877.42856352072,-3781.83469518814
10,1914.40613166741,1756.81037914704,-3661.21651081445
15,1914.40613166741,1636.19219477335,-3535.59832644076
4,1855.9624312242,1524.69579597329,-3376.65822719749
15,1855.9624312242,1413.19939717323,-3254.16182839743
10,1855.9624312242,1305.74509152616,-3151.70752275036
14,1855.9624312242,1198.29078587909,-3040.25321710329
14,1834.65764544629,1097.09839159134,-2917.75603703763
21,1834.65764544629,995.905997303596,-2809.56364274989
17,1834.65764544629,844.054177532455,-2661.71182297874
17,1834.65764544629,692.202357761314,-2509.8600032076
13,2002.38327559009,522.817103390214,-2512.20037898031
15,2002.38327559009,353.431849019114,-2340.81512460921
14,2002.38327559009,160.741275209874,-2149.12455079997
11,2002.38327559009,-31.9492985993668,-1959.43397699072
18,2223.26285072136,-250.778874850904,-1954.48397587046
10,2223.26285072136,-469.60845110244,-1743.65439961892
10,2223.26285072136,-625.296863861716,-1587.96598685965
6,2223.26285072136,-780.985276620992,-1436.27757410037
8,2287.79490706079,-956.506595958924,-1323.28831110186
10,2287.79490706079,-1132.02791529686,-1145.76699176393
22,2287.79490706079,-1316.9389936043,-948.855913456486
10,2287.79490706079,-1501.85007191175,-775.944835149041
16,2272.70005258168,-1691.35622312014,-565.343829461549
18,2272.70005258168,-1880.86237432852,-373.83767825316
12,2272.70005258168,-2092.1891048249,-168.51094775678
6,2272.70005258168,-2303.51583532129,36.8157827396003
11,2177.03743651982,-2509.44131484457,343.403878324745
13,2177.03743651982,-2715.36679436786,551.329357848031
14,2177.03743651982,-2882.12885243265,719.091415912828
8,2177.03743651982,-3048.89091049745,879.853473977625
9,2154.99077586736,-3194.66035314907,1048.66957728171
14,2154.99077586736,-3340.42979580069,1199.43901993333
5,2154.99077586736,-3494.94413986416,1344.9533639968
8,2154.99077586736,-3649.45848392763,1502.46770806027
10,2287.93872213878,-3805.60872465839,1527.67000251961
9,2287.93872213878,-3961.75896538915,1682.82024325037
7,2287.93872213878,-4204.86031848259,1923.92159634381
4,2287.93872213878,-4447.96167157603,2164.02294943725
11,2357.79865672752,-4644.3919234777,2297.59326675018
6,2357.79865672752,-4840.82217537936,2489.02351865184
8,2357.79865672752,-5005.95736660549,2656.15870987797
11,2357.79865672752,-5171.09255783161,2824.29390110409
14,2349.64621234371,-5271.9784836141,2936.33227127039
6,2349.64621234371,-5372.86440939659,3029.21819705288
21,2349.64621234371,-5378.17501343882,3049.52880109511
17,2349.64621234371,-5383.48561748105,3050.83940513734
20,2463.24121257123,-5334.82226904014,2891.58105646891
8,2463.24121257123,-5286.15892059923,2830.91770802801
24,2463.24121257123,-5200.70953777097,2761.46832519974
19,2463.24121257123,-5115.26015494271,2671.01894237148
12,2625.91287888852,-4976.23567463569,2362.32279574717
14,2625.91287888852,-4837.21119432866,2225.29831544015
10,2625.91287888852,-4635.35993048338,2019.44705159487
13,2625.91287888852,-4433.5086666381,1820.59578774958
9,2594.66119237325,-4195.59738802387,1609.93619565062
10,2594.66119237325,-3957.68610940964,1373.02491703639
15,2594.66119237325,-3685.49690665356,1105.83571428031
38,2594.66119237325,-3413.30770389749,856.646511524234
25,2681.01818560439,-3128.76690613531,472.748720530925
12,2681.01818560439,-2844.22610837314,175.20792276875
25,2681.01818560439,-2578.76942024282,-77.2487653615694
9,2681.01818560439,-2313.3127321125,-358.705453491889
15,2804.45038551593,-2072.42834515553,-717.022040360405
17,2804.45038551593,-1831.54395819856,-955.906427317373
8,2804.45038551593,-1626.77256383351,-1169.67782168242
10,2804.45038551593,-1422.00116946847,-1372.44921604747
9,2834.43062943392,-1244.7953993237,-1580.63523011022
10,2834.43062943392,-1067.58962917894,-1756.84100025498
13,2834.43062943392,-917.686444658093,-1903.74418477582
20,2834.43062943392,-767.783260137248,-2046.64736929667
16,2857.69535550106,-664.442153440979,-2177.25320206008
13,2857.69535550106,-561.101046744709,-2283.59430875635
17,2857.69535550106,-493.506320103077,-2347.18903539798
12,2857.69535550106,-425.911593461444,-2419.78376203961
8,2951.55621139066,-398.257104921363,-2545.29910646929
9,326.367968614769,-370.602616381282,53.2346477665125
6,256.968043750458,-381.489128655971,130.521084905512
9,256.968043750458,-392.37564093066,144.407597180202
12,256.968043750458,-416.552012306668,171.58396855621
9,256.968043750458,-440.728383682677,192.760339932219
10,433.981557631055,-448.463719363376,24.4821617323208
7,433.981557631055,-456.199055044074,29.2174974130197
16,433.981557631055,-459.005907897371,41.0243502663159
19,433.981557631055,-461.812760750667,46.8312031196122
12,486.526639984092,-480.714637379099,6.18799739500696
9,486.526639984092,-499.616514007531,22.0898740234389
14,486.526639984092,-527.659496763375,55.1328567792829
12,486.526639984092,-555.702479519219,81.1758395351268
13,425.432301239529,-578.967775880777,166.535474641247
12,425.432301239529,-602.233072242334,188.800771002805
16,425.432301239529,-623.959566759554,214.527265520025
16,425.432301239529,-645.686061276774,236.253760037245
11,564.480781013432,-647.284573142079,93.8037921286475
9,564.480781013432,-648.883085007385,93.402303993953
9,564.480781013432,-639.285737423779,83.8049564103467
9,564.480781013432,-629.688389840172,74.2076088267404
14,542.19936093741,-627.005948050965,98.8065871135558
18,542.19936093741,-624.323506261758,100.124145324349
16,542.19936093741,-607.532187980942,81.3328270435326
8,542.19936093741,-590.740869700126,56.5415087627164
11,382.264609330763,-553.744762629808,182.480153299045
12,382.264609330763,-516.748655559491,146.484046228727
10,382.264609330763,-479.460174226017,107.195564895254
12,382.264609330763,-442.171692892543,71.90708356178
24,560.479544583542,-405.388602188155,-131.090942395388
17,560.479544583542,-368.605511483766,-174.874033099776
22,560.479544583542,-331.647077860427,-206.832466723116
11,560.479544583542,-294.688644237087,-254.790900346456
17,491.045555974929,-270.427351211597,-203.618204763332
14,491.045555974929,-246.166058186107,-230.879497788821
10,491.045555974929,-234.008960390953,-247.036595583976
10,491.045555974929,-221.851862595798,-259.193693379131
16,315.377687745036,-230.267327977663,-69.1103597673732
13,315.377687745036,-238.682793359528,-63.6948943855082
15,315.377687745036,-267.368524528272,-33.0091632167639
28,315.377687745036,-296.054255697017,8.67656795198036
13,402.765330017609,-342.952820572631,-46.8125094449777
20,402.765330017609,-389.851385448246,7.08605543063686
21,402.765330017609,-469.787850022988,88.0225200053792
16,402.765330017609,-549.724314597731,162.958984580122
20,528.456532617988,-646.174110726782,137.717578108795
10,528.456532617988,-742.623906855834,224.167374237847
39,528.456532617988,-828.653610900056,339.197078282069
45,528.456532617988,-914.683314944278,431.226782326291
24,602.688436761465,-1003.97723282163,425.288796060168
19,602.688436761465,-1093.27115069899,509.582713937522
20,602.688436761465,-1162.07224379191,579.383807030441
12,602.688436761465,-1230.87333688482,640.18490012336
7,669.529669085553,-1275.42755910621,612.897890020652
37,669.529669085553,-1319.98178132759,687.452112242033
16,669.529669085553,-1368.70170262145,715.172033535893
26,669.529669085553,-1417.42162391531,773.891954829752
10,829.48044319899,-1471.84575223783,652.365309038837
10,829.48044319899,-1526.26988056035,706.789437361359
12,829.48044319899,-1573.53582989847,756.055386699479
11,829.48044319899,-1620.80177923659,802.321336037598
21,798.840334534983,-1653.72401930127,875.883684766282
12,798.840334534983,-1686.64625936594,899.805924830959
13,798.840334534983,-1707.73760841296,921.897273877975
14,798.840334534983,-1728.82895745997,943.98862292499
10,550.60246331654,-1771.3907379074,1230.78827459086
22,550.60246331654,-1813.95251835483,1285.35005503829
17,550.60246331654,-1832.51442471599,1298.91196139945
34,550.60246331654,-1851.07633107715,1334.47386776061
16,542.424856880809,-1863.87526053106,1337.45040365025
29,542.424856880809,-1876.67418998496,1363.24933310415
9,542.424856880809,-1903.8102705641,1370.3854136833
16,542.424856880809,-1930.94635114325,1404.52149426244
22,668.181983264172,-1960.92882471808,1314.74684145391
14,668.181983264172,-1990.91129829292,1336.72931502874
14,668.181983264172,-2022.93151411792,1368.74953085375
18,668.181983264172,-2054.95172994293,1404.76974667876
21,660.269946256785,-2098.53646118161,1459.26651492483
24,660.269946256785,-2142.12119242029,1505.8512461635
19,660.269946256785,-2190.54460720052,1549.27466094373
17,660.269946256785,-2238.96802198075,1595.69807572397
16,681.020530350603,-2281.82990143625,1616.80937108564
15,681.020530350603,-2324.69178089174,1658.67125054114
16,681.020530350603,-2378.77073229232,1713.75020194172
20,681.020530350603,-2432.8496836929,1771.82915334229
16,652.298130299618,-2501.3373815245,1865.03925122489
12,652.298130299618,-2569.82507935611,1929.52694905649
14,652.298130299618,-2627.96576384466,1989.66763354504
24,652.298130299618,-2686.10644833321,2057.80831803359
6,604.873658613052,-2720.74064986702,2121.86699125397
7,604.873658613052,-2755.37485140083,2157.50119278778
14,604.873658613052,-2767.93199917935,2177.0583405663
186,604.873658613052,-2780.48914695787,2361.61548834482
21,651.369309189309,-2774.72915903614,2144.35984984683
37,651.369309189309,-2768.96917111441,2154.5998619251
81,651.369309189309,-2734.99474698271,2164.6254377934
35,651.369309189309,-2701.02032285101,2084.6510136617
26,639.303242792116,-2631.70076436871,2018.39752157659
22,639.303242792116,-2562.3812058864,1945.07796309428
35,639.303242792116,-2471.38310782143,1867.07986502932
54,639.303242792116,-2380.38500975647,1795.08176696435
124,606.610925286623,-2244.94989241224,1762.33896712562
92,606.610925286623,-2109.51477506801,1594.90384978139
59,606.610925286623,-1916.51541717304,1368.90449188641
39,606.610925286623,-1723.51605927807,1155.90513399144
32,616.966637914683,-1508.95763944547,923.991001530785
38,616.966637914683,-1294.39921961287,715.432581698188
33,616.966637914683,-1070.09638267894,486.129744764259
38,616.966637914683,-845.793545745013,266.82690783033
39,494.149645494408,-635.47245637776,180.322810883353
61,494.149645494408,-425.151367010508,-7.99827848390004
44,494.149645494408,-239.107483019913,-211.042162474495
31,494.149645494408,-53.0635990293185,-410.086046465089
40,302.973210999106,107.812873638523,-370.786084637629
78,302.973210999106,268.689346306365,-493.662557305471
54,302.973210999106,425.944357483487,-674.917568482593
99,302.973210999106,583.199368660609,-787.172579659716
43,291.525291895935,741.530538451521,-990.055830347456
60,291.525291895935,899.861708242432,-1131.38700013837
43,291.525291895935,1023.3902157557,-1271.91550765163
51,291.525291895935,1146.91872326897,-1387.4440151649
37,334.839204385336,1220.22965239593,-1518.06885678126
37,334.839204385336,1293.54058152289,-1591.37978590823
31,334.839204385336,1308.3307343152,-1612.16993870054
35,334.839204385336,1323.12088710751,-1622.96009149285
39,344.745850444737,1299.36351009569,-1605.10936054043
44,344.745850444737,1275.60613308386,-1576.3519835286
39,344.745850444737,1246.38256823571,-1552.12841868045
37,344.745850444737,1217.15900338756,-1524.9048538323
42,362.289938338392,1212.09624751197,-1532.38618585037
40,362.289938338392,1207.03349163638,-1529.32342997478
35,362.289938338392,1243.49784929709,-1570.78778763548
44,362.289938338392,1279.9622069578,-1598.25214529619
42,346.744561696867,1319.97618249852,-1624.72074419539
37,346.744561696867,1359.99015803925,-1669.73471973612
42,346.744561696867,1373.64625853308,-1678.39082022994
39,346.744561696867,1387.3023590269,-1695.04692072377
48,272.859133717421,1365.87015011535,-1590.72928383277
44,272.859133717421,1344.43794120379,-1573.29707492122
51,272.859133717421,1276.73048277566,-1498.58961649308
42,272.859133717421,1209.02302434752,-1439.88215806494
112,134.012353770114,1123.75485420202,-1145.76720797214
95,134.012353770114,1038.48668405653,-1077.49903782664
63,134.012353770114,971.166052293381,-1042.1784060635
44,134.012353770114,903.845420530233,-993.857774300347
55,146.682349843253,862.590912169788,-954.273262013041
44,146.682349843253,821.336403809343,-924.018753652595
45,146.682349843253,800.048529357183,-901.730879200436
39,146.682349843253,778.760654905023,-886.443004748276
37,137.451527271341,770.837769716911,-871.289296988252
44,137.451527271341,762.914884528799,-856.36641180014
38,137.451527271341,763.108420316297,-862.559947587638
79,137.451527271341,763.301956103794,-821.753483375135
38,168.539835797999,753.9145848005,-884.454420598499
59,168.539835797999,744.527213497206,-854.067049295204
52,168.539835797999,726.817239992777,-843.357075790776
62,168.539835797999,709.107266488349,-815.647102286347
56,292.867744869987,709.835222704186,-946.702967574174
43,292.867744869987,710.563178920024,-960.430923790012
59,292.867744869987,755.693839146477,-989.561584016464
65,292.867744869987,800.824499372929,-1028.69224424292
58,265.96893763059,857.999471345998,-1065.96840897659
34,265.96893763059,915.174443319066,-1147.14338094966
36,265.96893763059,997.848022989175,-1227.81696061976
39,265.96893763059,1080.52160265928,-1307.49054028987
125,470.929134288024,1180.33366822749,-1526.26280251551
60,470.929134288024,1280.14573379569,-1691.07486808371
67,470.929134288024,1362.35335802501,-1766.28249231304
92,470.929134288024,1444.56098225433,-1823.49011654236
43,624.033964163571,1536.95298878524,-2117.98695294881
95,624.033964163571,1629.34499531615,-2158.37895947972
65,624.033964163571,1757.65115542391,-2316.68511958748
44,624.033964163571,1885.95731553167,-2465.99127969524
114,433.448160350231,1993.75605175754,-2313.20421210777
